#Frame      Pop:0    Pop:1    Pop:2    Pop:3    Pop:4
     602    0.271    0.540    0.189    0.000    0.000
     603    0.272    0.539    0.189    0.000    0.000
     604    0.273    0.538    0.189    0.000    0.000
     605    0.274    0.537    0.188    0.000    0.000
     606    0.276    0.536    0.188    0.000    0.000
     607    0.277    0.535    0.188    0.000    0.000
     608    0.278    0.535    0.188    0.000    0.000
     609    0.279    0.534    0.187    0.000    0.000
     610    0.280    0.533    0.187    0.000    0.000
     611    0.282    0.532    0.187    0.000    0.000
     612    0.283    0.531    0.186    0.000    0.000
     613    0.284    0.530    0.186    0.000    0.000
     614    0.285    0.529    0.186    0.000    0.000
     615    0.286    0.528    0.185    0.000    0.000
     616    0.287    0.528    0.185    0.000    0.000
     617    0.288    0.527    0.185    0.000    0.000
     618    0.290    0.526    0.184    0.000    0.000
     619    0.291    0.525    0.184    0.000    0.000
     620    0.292    0.524    0.184    0.000    0.000
     621    0.293    0.523    0.184    0.000    0.000
     622    0.294    0.523    0.183    0.000    0.000
     623    0.295    0.522    0.183    0.000    0.000
     624    0.296    0.521    0.183    0.000    0.000
     625    0.298    0.520    0.182    0.000    0.000
     626    0.299    0.519    0.182    0.000    0.000
     627    0.300    0.518    0.182    0.000    0.000
     628    0.301    0.518    0.182    0.000    0.000
     629    0.302    0.517    0.181    0.000    0.000
     630    0.303    0.516    0.181    0.000    0.000
     631    0.304    0.515    0.181    0.000    0.000
     632    0.305    0.514    0.180    0.000    0.000
     633    0.306    0.513    0.180    0.000    0.000
     634    0.308    0.513    0.180    0.000    0.000
     635    0.309    0.512    0.180    0.000    0.000
     636    0.310    0.511    0.179    0.000    0.000
     637    0.311    0.510    0.179    0.000    0.000
     638    0.312    0.509    0.179    0.000    0.000
     639    0.313    0.509    0.178    0.000    0.000
     640    0.314    0.508    0.178    0.000    0.000
     641    0.315    0.507    0.178    0.000    0.000
     642    0.316    0.506    0.178    0.000    0.000
     643    0.317    0.505    0.177    0.000    0.000
     644    0.318    0.505    0.177    0.000    0.000
     645    0.319    0.504    0.177    0.000    0.000
     646    0.320    0.503    0.176    0.000    0.000
     647    0.321    0.502    0.176    0.000    0.000
     648    0.323    0.502    0.176    0.000    0.000
     649    0.324    0.501    0.176    0.000    0.000
     650    0.325    0.500    0.175    0.000    0.000
     651    0.326    0.499    0.175    0.000    0.000
     652    0.327    0.498    0.175    0.000    0.000
     653    0.328    0.498    0.175    0.000    0.000
     654    0.329    0.497    0.174    0.000    0.000
     655    0.330    0.496    0.174    0.000    0.000
     656    0.331    0.495    0.174    0.000    0.000
     657    0.332    0.495    0.174    0.000    0.000
     658    0.333    0.494    0.173    0.000    0.000
     659    0.334    0.493    0.173    0.000    0.000
     660    0.335    0.492    0.173    0.000    0.000
     661    0.336    0.492    0.172    0.000    0.000
     662    0.337    0.491    0.172    0.000    0.000
     663    0.338    0.490    0.172    0.000    0.000
     664    0.339    0.489    0.172    0.000    0.000
     665    0.340    0.489    0.171    0.000    0.000
     666    0.341    0.488    0.171    0.000    0.000
     667    0.342    0.487    0.171    0.000    0.000
     668    0.343    0.487    0.171    0.000    0.000
     669    0.344    0.486    0.170    0.000    0.000
     670    0.345    0.485    0.170    0.000    0.000
     671    0.346    0.484    0.170    0.000    0.000
     672    0.347    0.484    0.170    0.000    0.000
     673    0.348    0.483    0.169    0.000    0.000
     674    0.349    0.482    0.169    0.000    0.000
     675    0.350    0.481    0.169    0.000    0.000
     676    0.351    0.481    0.169    0.000    0.000
     677    0.352    0.480    0.168    0.000    0.000
     678    0.353    0.479    0.168    0.000    0.000
     679    0.353    0.479    0.168    0.000    0.000
     680    0.354    0.478    0.168    0.000    0.000
     681    0.355    0.477    0.167    0.000    0.000
     682    0.356    0.477    0.167    0.000    0.000
     683    0.357    0.476    0.167    0.000    0.000
     684    0.358    0.475    0.167    0.000    0.000
     685    0.359    0.474    0.166    0.000    0.000
     686    0.360    0.474    0.166    0.000    0.000
     687    0.361    0.473    0.166    0.000    0.000
     688    0.362    0.472    0.166    0.000    0.000
     689    0.363    0.472    0.165    0.000    0.000
     690    0.364    0.471    0.165    0.000    0.000
     691    0.365    0.470    0.165    0.000    0.000
     692    0.366    0.470    0.165    0.000    0.000
     693    0.367    0.469    0.165    0.000    0.000
     694    0.367    0.468    0.164    0.000    0.000
     695    0.368    0.468    0.164    0.000    0.000
     696    0.369    0.467    0.164    0.000    0.000
     697    0.370    0.466    0.164    0.000    0.000
     698    0.371    0.466    0.163    0.000    0.000
     699    0.372    0.465    0.163    0.000    0.000
     700    0.373    0.464    0.163    0.000    0.000
     701    0.374    0.464    0.163    0.000    0.000
     702    0.375    0.463    0.162    0.000    0.000
     703    0.376    0.462    0.162    0.000    0.000
     704    0.376    0.462    0.162    0.000    0.000
     705    0.377    0.461    0.162    0.000    0.000
     706    0.378    0.460    0.161    0.000    0.000
     707    0.379    0.460    0.161    0.000    0.000
     708    0.380    0.459    0.161    0.000    0.000
     709    0.381    0.458    0.161    0.000    0.000
     710    0.382    0.458    0.161    0.000    0.000
     711    0.383    0.457    0.160    0.000    0.000
     712    0.383    0.456    0.160    0.000    0.000
     713    0.384    0.456    0.160    0.000    0.000
     714    0.385    0.455    0.160    0.000    0.000
     715    0.386    0.455    0.159    0.000    0.000
     716    0.387    0.454    0.159    0.000    0.000
     717    0.388    0.453    0.159    0.000    0.000
     718    0.389    0.453    0.159    0.000    0.000
     719    0.389    0.452    0.159    0.000    0.000
     720    0.390    0.451    0.158    0.000    0.000
     721    0.391    0.451    0.158    0.000    0.000
     722    0.392    0.450    0.158    0.000    0.000
     723    0.393    0.450    0.158    0.000    0.000
     724    0.394    0.449    0.157    0.000    0.000
     725    0.394    0.448    0.157    0.000    0.000
     726    0.395    0.448    0.157    0.000    0.000
     727    0.396    0.447    0.157    0.000    0.000
     728    0.397    0.446    0.157    0.000    0.000
     729    0.398    0.446    0.156    0.000    0.000
     730    0.399    0.445    0.156    0.000    0.000
     731    0.399    0.445    0.156    0.000    0.000
     732    0.400    0.444    0.156    0.000    0.000
     733    0.401    0.443    0.156    0.000    0.000
     734    0.402    0.443    0.155    0.000    0.000
     735    0.403    0.442    0.155    0.000    0.000
     736    0.404    0.442    0.155    0.000    0.000
     737    0.403    0.441    0.155    0.001    0.000
     738    0.404    0.440    0.154    0.001    0.000
     739    0.405    0.440    0.154    0.001    0.000
     740    0.405    0.439    0.154    0.001    0.000
     741    0.406    0.439    0.154    0.001    0.000
     742    0.407    0.438    0.154    0.001    0.000
     743    0.408    0.437    0.153    0.001    0.000
     744    0.409    0.437    0.153    0.001    0.000
     745    0.408    0.436    0.153    0.003    0.000
     746    0.409    0.436    0.153    0.003    0.000
     747    0.408    0.435    0.153    0.004    0.000
     748    0.408    0.434    0.152    0.005    0.000
     749    0.409    0.434    0.152    0.005    0.000
     750    0.409    0.433    0.152    0.005    0.000
     751    0.410    0.433    0.152    0.005    0.000
     752    0.411    0.432    0.152    0.005    0.000
     753    0.412    0.432    0.151    0.005    0.000
     754    0.411    0.431    0.151    0.007    0.000
     755    0.412    0.430    0.151    0.007    0.000
     756    0.411    0.430    0.151    0.008    0.000
     757    0.411    0.429    0.151    0.009    0.000
     758    0.410    0.429    0.150    0.011    0.000
     759    0.410    0.428    0.150    0.012    0.000
     760    0.409    0.428    0.150    0.013    0.000
     761    0.409    0.427    0.150    0.014    0.000
     762    0.408    0.427    0.150    0.016    0.000
     763    0.409    0.426    0.149    0.016    0.000
     764    0.408    0.425    0.149    0.017    0.000
     765    0.408    0.425    0.149    0.018    0.000
     766    0.407    0.424    0.149    0.020    0.000
     767    0.407    0.424    0.149    0.021    0.000
     768    0.408    0.423    0.148    0.021    0.000
     769    0.408    0.423    0.148    0.021    0.000
     770    0.409    0.422    0.148    0.021    0.000
     771    0.410    0.422    0.148    0.021    0.000
     772    0.411    0.421    0.148    0.021    0.000
     773    0.411    0.420    0.147    0.021    0.000
     774    0.412    0.420    0.147    0.021    0.000
     775    0.412    0.419    0.147    0.022    0.000
     776    0.412    0.419    0.147    0.022    0.000
     777    0.413    0.418    0.147    0.022    0.000
     778    0.414    0.418    0.147    0.022    0.000
     779    0.415    0.417    0.146    0.022    0.000
     780    0.415    0.417    0.146    0.022    0.000
     781    0.416    0.416    0.146    0.022    0.000
     782    0.417    0.416    0.146    0.022    0.000
     783    0.418    0.415    0.146    0.022    0.000
     784    0.418    0.415    0.145    0.022    0.000
     785    0.419    0.414    0.145    0.022    0.000
     786    0.420    0.413    0.145    0.022    0.000
     787    0.421    0.413    0.145    0.022    0.000
     788    0.421    0.412    0.145    0.022    0.000
     789    0.422    0.412    0.144    0.022    0.000
     790    0.423    0.411    0.144    0.022    0.000
     791    0.422    0.411    0.144    0.023    0.000
     792    0.422    0.410    0.144    0.024    0.000
     793    0.421    0.410    0.144    0.025    0.000
     794    0.421    0.409    0.144    0.026    0.000
     795    0.421    0.409    0.143    0.026    0.000
     796    0.421    0.408    0.143    0.028    0.000
     797    0.422    0.408    0.143    0.028    0.000
     798    0.422    0.407    0.143    0.028    0.000
     799    0.423    0.407    0.143    0.028    0.000
     800    0.424    0.406    0.142    0.027    0.000
     801    0.424    0.406    0.142    0.027    0.000
     802    0.425    0.405    0.142    0.027    0.000
     803    0.426    0.405    0.142    0.027    0.000
     804    0.427    0.404    0.142    0.027    0.000
     805    0.427    0.404    0.142    0.027    0.000
     806    0.428    0.403    0.141    0.027    0.000
     807    0.429    0.403    0.141    0.027    0.000
     808    0.429    0.402    0.141    0.027    0.000
     809    0.430    0.402    0.141    0.027    0.000
     810    0.431    0.401    0.141    0.027    0.000
     811    0.432    0.401    0.141    0.027    0.000
     812    0.432    0.400    0.140    0.027    0.000
     813    0.433    0.400    0.140    0.027    0.000
     814    0.434    0.399    0.140    0.027    0.000
     815    0.433    0.399    0.140    0.028    0.000
     816    0.434    0.398    0.140    0.028    0.000
     817    0.435    0.398    0.140    0.028    0.000
     818    0.435    0.397    0.139    0.028    0.000
     819    0.435    0.397    0.139    0.029    0.000
     820    0.435    0.396    0.139    0.029    0.000
     821    0.436    0.396    0.139    0.029    0.000
     822    0.436    0.395    0.139    0.030    0.000
     823    0.436    0.395    0.139    0.030    0.000
     824    0.437    0.394    0.138    0.030    0.000
     825    0.436    0.394    0.138    0.032    0.000
     826    0.436    0.393    0.138    0.033    0.000
     827    0.435    0.393    0.138    0.034    0.000
     828    0.435    0.393    0.138    0.035    0.000
     829    0.434    0.392    0.138    0.036    0.000
     830    0.434    0.392    0.137    0.037    0.000
     831    0.433    0.391    0.137    0.039    0.000
     832    0.434    0.391    0.137    0.038    0.000
     833    0.433    0.390    0.137    0.040    0.000
     834    0.433    0.390    0.137    0.041    0.000
     835    0.432    0.389    0.137    0.042    0.000
     836    0.432    0.389    0.136    0.043    0.000
     837    0.431    0.388    0.136    0.044    0.000
     838    0.431    0.388    0.136    0.045    0.000
     839    0.430    0.387    0.136    0.046    0.000
     840    0.430    0.387    0.136    0.048    0.000
     841    0.429    0.386    0.136    0.049    0.000
     842    0.430    0.386    0.135    0.049    0.000
     843    0.431    0.386    0.135    0.049    0.000
     844    0.431    0.385    0.135    0.049    0.000
     845    0.432    0.385    0.135    0.049    0.000
     846    0.431    0.384    0.135    0.050    0.000
     847    0.431    0.384    0.135    0.051    0.000
     848    0.430    0.383    0.134    0.052    0.000
     849    0.431    0.383    0.134    0.052    0.000
     850    0.432    0.382    0.134    0.052    0.000
     851    0.432    0.382    0.134    0.052    0.000
     852    0.433    0.381    0.134    0.052    0.000
     853    0.434    0.381    0.134    0.052    0.000
     854    0.434    0.381    0.133    0.052    0.000
     855    0.435    0.380    0.133    0.051    0.000
     856    0.436    0.380    0.133    0.051    0.000
     857    0.436    0.379    0.133    0.051    0.000
     858    0.437    0.379    0.133    0.051    0.000
     859    0.438    0.378    0.133    0.051    0.000
     860    0.438    0.378    0.133    0.051    0.000
     861    0.439    0.377    0.132    0.051    0.000
     862    0.440    0.377    0.132    0.051    0.000
     863    0.440    0.377    0.132    0.051    0.000
     864    0.441    0.376    0.132    0.051    0.000
     865    0.442    0.376    0.132    0.051    0.000
     866    0.442    0.375    0.132    0.051    0.000
     867    0.443    0.375    0.131    0.051    0.000
     868    0.442    0.374    0.131    0.051    0.001
     869    0.442    0.374    0.131    0.051    0.002
     870    0.443    0.374    0.131    0.051    0.002
     871    0.443    0.373    0.131    0.051    0.002
     872    0.444    0.373    0.131    0.050    0.002
     873    0.443    0.372    0.131    0.050    0.003
     874    0.443    0.373    0.130    0.050    0.003
     875    0.443    0.373    0.130    0.050    0.003
     876    0.444    0.372    0.130    0.050    0.003
     877    0.445    0.372    0.130    0.050    0.003
     878    0.445    0.371    0.130    0.050    0.003
     879    0.446    0.371    0.130    0.050    0.003
     880    0.447    0.370    0.130    0.050    0.003
     881    0.447    0.370    0.129    0.050    0.003
     882    0.448    0.370    0.129    0.050    0.003
     883    0.448    0.369    0.129    0.050    0.003
     884    0.449    0.369    0.129    0.050    0.003
     885    0.450    0.368    0.129    0.050    0.003
     886    0.450    0.368    0.129    0.050    0.003
     887    0.451    0.368    0.129    0.050    0.003
     888    0.452    0.367    0.128    0.050    0.003
     889    0.452    0.367    0.128    0.049    0.003
     890    0.453    0.366    0.128    0.049    0.003
     891    0.453    0.366    0.128    0.049    0.003
     892    0.454    0.365    0.128    0.049    0.003
     893    0.454    0.365    0.128    0.050    0.003
     894    0.453    0.365    0.128    0.051    0.003
     895    0.454    0.364    0.127    0.051    0.003
     896    0.454    0.364    0.127    0.051    0.003
     897    0.455    0.363    0.127    0.051    0.003
     898    0.455    0.363    0.127    0.051    0.003
     899    0.456    0.363    0.127    0.051    0.003
     900    0.457    0.362    0.127    0.051    0.003
     901    0.457    0.362    0.127    0.051    0.003
     902    0.458    0.361    0.126    0.051    0.003
     903    0.458    0.361    0.126    0.051    0.003
     904    0.459    0.361    0.126    0.051    0.003
     905    0.460    0.360    0.126    0.051    0.003
     906    0.460    0.360    0.126    0.051    0.003
     907    0.461    0.359    0.126    0.051    0.003
     908    0.461    0.359    0.126    0.051    0.003
     909    0.462    0.359    0.125    0.051    0.003
     910    0.463    0.358    0.125    0.051    0.003
     911    0.463    0.358    0.125    0.050    0.003
     912    0.464    0.357    0.125    0.050    0.003
     913    0.464    0.357    0.125    0.050    0.003
     914    0.464    0.357    0.125    0.051    0.003
     915    0.464    0.356    0.125    0.051    0.003
     916    0.465    0.356    0.124    0.051    0.003
     917    0.466    0.356    0.124    0.051    0.003
     918    0.466    0.355    0.124    0.051    0.003
     919    0.467    0.355    0.124    0.051    0.003
     920    0.467    0.354    0.124    0.051    0.003
     921    0.468    0.354    0.124    0.051    0.003
     922    0.469    0.354    0.124    0.051    0.003
     923    0.469    0.353    0.124    0.051    0.003
     924    0.470    0.353    0.123    0.051    0.003
     925    0.470    0.352    0.123    0.051    0.003
     926    0.471    0.352    0.123    0.051    0.003
     927    0.471    0.352    0.123    0.051    0.003
     928    0.472    0.351    0.123    0.051    0.003
     929    0.473    0.351    0.123    0.051    0.003
     930    0.473    0.351    0.123    0.051    0.003
     931    0.474    0.350    0.122    0.050    0.003
     932    0.474    0.350    0.122    0.050    0.003
     933    0.475    0.349    0.122    0.050    0.003
     934    0.475    0.349    0.122    0.050    0.003
     935    0.476    0.349    0.122    0.050    0.003
     936    0.476    0.348    0.122    0.050    0.003
     937    0.477    0.348    0.122    0.050    0.003
     938    0.478    0.348    0.122    0.050    0.003
     939    0.478    0.347    0.121    0.050    0.003
     940    0.479    0.347    0.121    0.050    0.003
     941    0.479    0.346    0.121    0.050    0.003
     942    0.480    0.346    0.121    0.050    0.003
     943    0.480    0.346    0.121    0.050    0.003
     944    0.480    0.346    0.121    0.050    0.003
     945    0.480    0.346    0.121    0.050    0.003
     946    0.481    0.346    0.121    0.050    0.003
     947    0.482    0.345    0.120    0.050    0.003
     948    0.482    0.345    0.120    0.050    0.003
     949    0.483    0.345    0.120    0.050    0.003
     950    0.483    0.344    0.120    0.049    0.003
     951    0.484    0.344    0.120    0.049    0.003
     952    0.484    0.343    0.120    0.049    0.003
     953    0.485    0.343    0.120    0.049    0.003
     954    0.485    0.343    0.119    0.049    0.003
     955    0.486    0.342    0.119    0.049    0.003
     956    0.486    0.342    0.119    0.049    0.003
     957    0.487    0.342    0.119    0.049    0.003
     958    0.487    0.341    0.119    0.049    0.003
     959    0.488    0.341    0.119    0.049    0.003
     960    0.488    0.341    0.119    0.050    0.003
     961    0.488    0.340    0.119    0.050    0.003
     962    0.488    0.340    0.119    0.051    0.003
     963    0.488    0.340    0.118    0.051    0.003
     964    0.489    0.339    0.118    0.051    0.003
     965    0.489    0.339    0.118    0.051    0.003
     966    0.490    0.339    0.118    0.051    0.003
     967    0.490    0.338    0.118    0.051    0.003
     968    0.491    0.338    0.118    0.051    0.003
     969    0.491    0.337    0.118    0.051    0.003
     970    0.492    0.337    0.118    0.051    0.003
     971    0.492    0.337    0.117    0.050    0.003
     972    0.493    0.336    0.117    0.050    0.003
     973    0.493    0.336    0.117    0.050    0.003
     974    0.494    0.336    0.117    0.050    0.003
     975    0.493    0.335    0.117    0.051    0.003
     976    0.494    0.335    0.117    0.051    0.003
     977    0.494    0.335    0.117    0.051    0.003
     978    0.495    0.334    0.117    0.051    0.003
     979    0.495    0.334    0.116    0.051    0.003
     980    0.496    0.334    0.116    0.051    0.003
     981    0.496    0.333    0.116    0.051    0.003
     982    0.497    0.333    0.116    0.051    0.003
     983    0.496    0.333    0.116    0.052    0.003
     984    0.497    0.332    0.116    0.052    0.003
     985    0.497    0.332    0.116    0.052    0.003
     986    0.498    0.332    0.116    0.052    0.003
     987    0.498    0.331    0.116    0.052    0.003
     988    0.499    0.331    0.115    0.052    0.003
     989    0.499    0.331    0.115    0.052    0.003
     990    0.500    0.330    0.115    0.052    0.003
     991    0.501    0.330    0.115    0.051    0.003
     992    0.501    0.330    0.115    0.051    0.003
     993    0.502    0.329    0.115    0.051    0.003
     994    0.502    0.329    0.115    0.051    0.003
     995    0.503    0.329    0.115    0.051    0.003
     996    0.503    0.328    0.114    0.051    0.003
     997    0.504    0.328    0.114    0.051    0.003
     998    0.504    0.328    0.114    0.051    0.003
     999    0.504    0.327    0.114    0.052    0.003
    1000    0.504    0.327    0.114    0.052    0.003
