GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
64,-8.4319,-85.8147,-48.4183,6.37061328,-94.2466,-42.04768672,-136.29428672
65,-9.3502,-91.9879,-46.1725,6.24205944,-101.3381,-39.93044056,-141.26854056000002
66,-6.1147,-95.5074,-44.8957,6.34308696,-101.6221,-38.55261304,-140.17471304
67,-7.5465,-98.8906,-44.5916,6.25435632,-106.4371,-38.33724368,-144.77434368000002
68,-7.6018,-86.7744,-48.8264,6.3695124,-94.3762,-42.4568876,-136.8330876
69,-11.076,-95.8584,-45.3965,6.2545139999999995,-106.93440000000001,-39.141986,-146.076386
70,-9.9655,-88.9825,-47.2039,6.22092024,-98.94800000000001,-40.98297976,-139.93097976
71,-9.3476,-89.5659,-46.2203,6.279653519999999,-98.9135,-39.940646480000005,-138.85414648
72,-10.7669,-86.6999,-48.9146,6.1510824,-97.4668,-42.7635176,-140.2303176
73,-8.7823,-87.2726,-46.9554,6.37446312,-96.0549,-40.580936879999996,-136.63583688
74,-8.3549,-89.2122,-47.5138,6.238726559999999,-97.5671,-41.27507344000001,-138.84217343999998
75,-11.259,-84.872,-46.0651,6.19626816,-96.131,-39.86883184,-135.99983184
76,-5.9554,-87.3605,-45.5144,6.4108116,-93.3159,-39.1035884,-132.4194884
77,-10.119,-83.627,-47.0382,6.32408256,-93.746,-40.71411744,-134.46011744
78,-7.9265,-86.6058,-45.7133,6.28376544,-94.5323,-39.42953455999999,-133.96183456
79,-8.5849,-80.9166,-46.2081,6.2801971199999995,-89.50150000000001,-39.927902880000005,-129.42940288000003
80,-5.4469,-87.8802,-46.7864,6.345868319999999,-93.3271,-40.44053168,-133.76763168
81,-9.4154,-80.9639,-46.7755,6.3889567199999995,-90.3793,-40.38654328,-130.76584327999998
82,-8.7619,-86.6614,-46.7382,6.35990256,-95.4233,-40.37829744,-135.80159744
83,-10.198,-87.9571,-42.9826,6.2733168,-98.1551,-36.7092832,-134.8643832
84,-7.2737,-93.5676,-45.5003,6.297685919999999,-100.8413,-39.202614080000004,-140.04391408
85,-9.4689,-98.6877,-43.5417,6.33650256,-108.15660000000001,-37.20519744,-145.36179744000003
86,-7.4345,-82.5114,-45.3716,6.2752536,-89.9459,-39.0963464,-129.04224639999998
87,-10.6895,-89.3645,-47.3797,6.32905056,-100.054,-41.05064944,-141.10464943999997
88,-10.3854,-86.7684,-46.0899,6.30193392,-97.1538,-39.787966080000004,-136.94176607999998
89,-8.6999,-98.453,-41.8073,6.29471016,-107.1529,-35.51258984,-142.66548984
90,-5.0598,-86.6815,-45.9837,6.278642639999999,-91.7413,-39.70505736,-131.44635736
91,-8.1566,-87.7227,-45.7241,6.37578288,-95.8793,-39.34831712,-135.22761712
92,-8.128,-94.7308,-46.1462,6.37490448,-102.8588,-39.77129552,-142.63009552
93,-9.8232,-86.6805,-46.827,6.369614639999999,-96.5037,-40.457385359999996,-136.96108535999997
94,-8.3803,-81.5074,-47.6346,6.32942928,-89.88770000000001,-41.30517072,-131.19287072
95,-10.3029,-95.0782,-46.5451,6.32705616,-105.38109999999999,-40.21804384,-145.59914383999998
96,-8.1781,-88.5935,-45.6593,6.2684704799999995,-96.7716,-39.390829520000004,-136.16242952000002
97,-8.8291,-97.1368,-44.3321,6.34166064,-105.96589999999999,-37.990439359999996,-143.95633936000002
98,-11.3349,-90.35,-46.5482,6.3392076,-101.6849,-40.2089924,-141.8938924
99,-8.7147,-91.0055,-45.3009,6.31097208,-99.7202,-38.98992792,-138.71012792

DELTA Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL
0,-75.03000000000013,-39.14269999999932,81.96659999999984,-9.612202320000002,-114.172699999999,72.3543976799998,-41.81830231999507
1,-66.92160000000007,-42.21990000000005,82.65079999999989,-9.168276959999986,-109.14149999999853,73.48252303999988,-35.65897695999706
2,-75.55350000000017,-41.20359999999893,79.28090000000003,-10.354885200000005,-116.75709999999864,68.92601479999998,-47.83108519999615
3,-74.5687,-55.00059999999954,83.17080000000018,-9.506790000000002,-129.56930000000045,73.66401000000015,-55.90528999999509
4,-77.32420000000005,-46.70929999999905,82.72399999999993,-9.943528319999988,-124.03349999999864,72.7804716799998,-51.25302831999815
5,-68.26270000000005,-50.84329999999832,82.90789999999993,-9.66265632,-119.1059999999986,73.2452436799999,-45.860756319998245
6,-83.09299999999998,-51.55029999999962,86.1408000000002,-10.320423839999977,-134.64329999999916,75.82037616000004,-58.822923839997515
7,-77.92940000000003,-51.76600000000025,80.01439999999998,-9.632319840000008,-129.69540000000075,70.3820801600001,-59.31331984000178
8,-87.65819999999987,-54.084499999999466,85.2649999999999,-10.593869760000011,-141.74269999999797,74.67113023999971,-67.07156975999825
9,-76.71439999999981,-48.996999999998735,82.3360000000001,-10.19042568,-125.71139999999718,72.14557432000022,-53.56582567999584
10,-82.6848,-51.51690000000019,88.90880000000001,-10.213499520000006,-134.2016999999995,78.69530048000013,-55.506399519996194
11,-72.74539999999996,-52.77370000000039,87.48959999999998,-9.354874320000002,-125.5190999999999,78.13472567999997,-47.38437432000245
12,-77.8845,-50.07390000000002,82.04609999999988,-9.753801840000005,-127.95839999999957,72.29229815999986,-55.6661018399997
13,-63.30599999999983,-54.78119999999865,83.7742999999999,-8.703763920000002,-118.08719999999916,75.07053607999993,-43.016663920002884
14,-58.827499999999944,-42.33969999999904,68.27469999999997,-7.608512159999999,-101.16719999999921,60.666187840000084,-40.50101216000277
15,-66.69579999999989,-24.48469999999935,63.216100000000026,-8.278794000000007,-91.1804999999997,54.93730600000005,-36.2431939999976
16,-61.20600000000001,-30.709699999999998,65.17750000000007,-8.029450800000024,-91.9157,57.14804919999995,-34.76765079999825
17,-66.62630000000003,-50.153000000000134,77.8912,-8.841871440000006,-116.77929999999994,69.0493285600001,-47.729971439998906
18,-57.759999999999906,-30.818700000000447,62.19679999999992,-8.351207999999989,-88.57870000000104,53.84559200000011,-34.733108000002744
19,-63.08910000000006,-39.05360000000009,74.3047000000001,-8.068552559999997,-102.14269999999992,66.23614744000017,-35.90655256000068
20,-61.39729999999996,-29.284999999999982,64.73710000000007,-8.203198319999993,-90.68229999999994,56.533901680000106,-34.14839831999825
21,-72.76139999999992,-41.05349999999878,75.39290000000003,-9.190258559999997,-113.81489999999847,66.20264144000012,-47.61225856000064
22,-72.2324999999999,-22.34240000000044,60.50510000000015,-8.51482656,-94.57490000000104,51.990273440000124,-42.58462655999773
23,-60.03109999999992,-28.263899999998657,61.47550000000004,-8.319953519999988,-88.2949999999988,53.15554648000001,-35.139453519993566
24,-66.7328999999998,-38.82070000000161,79.05989999999994,-8.857703519999994,-105.55360000000096,70.20219648,-35.35140352000141
25,-70.45710000000001,-44.45470000000006,83.34019999999994,-8.889882479999997,-114.91179999999939,74.45031752000008,-40.46148247999997
26,-77.73799999999994,-33.26170000000096,73.59529999999997,-9.712936079999983,-110.99970000000113,63.88236391999984,-47.11733608000105
27,-73.7823,-29.728499999998817,67.15560000000005,-9.04454136,-103.5107999999995,58.111058640000195,-45.399741359999524
28,-76.38239999999993,-31.19399999999932,70.30970000000002,-9.44508456000001,-107.57639999999948,60.864615440000016,-46.71178455999694
29,-72.66179999999997,-39.102199999999755,75.496,-9.696308399999996,-111.76399999999904,65.79969159999997,-45.96430840000045
30,-69.6947,-45.91719999999992,82.35200000000006,-8.820699119999984,-115.61190000000015,73.53130088000006,-42.08059911999939
31,-72.5164,-44.624200000000286,76.50639999999996,-9.18625319999999,-117.14060000000006,67.32014679999995,-49.8204532000008
32,-71.66040000000012,-44.56810000000014,74.90430000000013,-8.916527520000002,-116.22849999999936,65.98777248000007,-50.24072751999836
33,-67.8595999999999,-28.421600000000907,57.199800000000195,-8.1362232,-96.28120000000104,49.06357680000022,-47.21762320000079
34,-64.28430000000012,-28.654099999999602,62.45660000000008,-9.039260160000001,-92.93840000000017,53.41733984000011,-39.52106015999959
35,-59.685599999999894,-35.46820000000025,64.00670000000005,-8.085404880000013,-95.15379999999992,55.92129511999991,-39.23250488000022
36,-71.00800000000015,-29.463999999999757,69.02600000000004,-8.69823216,-100.47200000000082,60.32776783999989,-40.14423215999798
37,-60.71189999999988,-39.729499999999575,68.04979999999983,-8.418008159999994,-100.44139999999946,59.631791839999856,-40.809608159999385
38,-65.26869999999978,-37.76729999999952,73.01929999999999,-8.69402304,-103.03599999999953,64.32527696000005,-38.71072303999995
39,-64.386,-36.53410000000014,71.0465999999998,-8.594822879999992,-100.92010000000013,62.451777119999925,-38.468322880004735
40,-64.73779999999998,-41.040699999999845,74.72220000000004,-8.826122879999994,-105.77850000000028,65.89607712000013,-39.88242288000038
41,-65.6269000000001,-34.860900000000555,71.1365999999999,-8.630440560000002,-100.48780000000134,62.506159439999784,-37.9816405600011
42,-63.203,-32.579699999999974,67.03859999999997,-8.258399999999988,-95.78269999999998,58.780199999999965,-37.0025
43,-67.43510000000009,-30.09399999999924,60.92260000000002,-8.396362799999999,-97.52909999999954,52.52623720000009,-45.00286279999878
44,-59.29129999999989,-36.188300000000126,69.68230000000017,-7.9021310399999924,-95.47959999999888,61.78016896000014,-33.69943103999512
45,-66.17520000000002,-35.91339999999926,69.72089999999997,-8.526439439999997,-102.08859999999814,61.19446055999996,-40.894139439999776
46,-59.80430000000014,-32.10769999999998,61.626199999999955,-7.624675439999995,-91.91200000000194,54.00152455999983,-37.910475439999374
47,-61.13339999999995,-34.00099999999864,66.35090000000011,-7.797696479999996,-95.13439999999996,58.55320352000022,-36.58119647999905
48,-67.67949999999992,-28.250600000000105,63.26109999999998,-9.252928800000007,-95.93010000000093,54.00817119999994,-41.92192879999712
49,-69.15240000000014,-32.04409999999926,60.169800000000066,-9.0990288,-101.19650000000054,51.07077120000011,-50.12572879999814
50,-68.78000000000014,-40.212000000000444,74.6539,-9.128078640000002,-108.9919999999999,65.52582135999995,-43.46617864000021
51,-74.99530000000007,-41.207899999999,75.36159999999998,-9.046371599999997,-116.20319999999907,66.31522840000002,-49.88797159999564
52,-58.11800000000012,-47.69149999999972,72.61250000000003,-8.776692720000007,-105.8095000000003,63.83580728000003,-41.973692719999605
53,-61.70390000000019,-36.486399999999776,71.11319999999999,-8.760537359999999,-98.19030000000087,62.352662640000034,-35.837637360006056
54,-64.39009999999999,-38.540800000000075,76.15040000000016,-8.964066239999992,-102.93090000000075,67.18633376000011,-35.74456623999859
55,-70.0112,-33.725900000000394,71.82159999999982,-8.719098480000003,-103.7371000000004,63.102501519999805,-40.63459848000218
56,-61.49670000000008,-27.995200000000565,62.40190000000007,-7.7308480799999915,-89.49190000000019,54.671051920000046,-34.820848080002634
57,-63.52650000000016,-36.09960000000106,69.38919999999996,-7.979875920000002,-99.6261000000026,61.40932408000005,-38.2167759200039
58,-70.3846999999998,-40.9136000000002,72.40020000000001,-9.020535119999993,-111.29830000000136,63.37966488000004,-47.91863511999995
59,-60.36450000000005,-31.205100000000456,67.47839999999997,-8.12214,-91.56960000000073,59.35625999999994,-32.21333999999783
60,-59.97010000000003,-30.47379999999879,73.23779999999996,-8.309591279999996,-90.44389999999905,64.92820871999984,-25.51569128000034
61,-62.423300000000026,-47.08359999999941,78.18049999999992,-8.316276479999988,-109.50690000000057,69.86422351999995,-39.64267647999836
62,-64.34669999999998,-36.32799999999946,70.19049999999993,-8.368104959999997,-100.67470000000013,61.822395040000025,-38.85230496000307
63,-53.81079999999997,-29.971199999999655,64.89759999999981,-7.336813679999993,-83.78200000000076,57.56078631999974,-26.22121368000103
64,-70.73479999999999,-34.85889999999826,79.39470000000001,-9.544150079999994,-105.59369999999802,69.85054992000005,-35.74315007999752
65,-66.7311999999998,-42.40999999999994,72.49729999999987,-8.359301519999997,-109.14120000000088,64.13799848,-45.003201520003586
66,-57.3856999999999,-38.275300000001565,70.91519999999988,-8.101370159999995,-95.66100000000056,62.813829839999826,-32.84717015999914
67,-69.8729,-38.89820000000026,70.80710000000002,-9.503943119999974,-108.77109999999912,61.30315688000016,-47.467943119999404
68,-64.13579999999993,-44.856299999999706,82.50049999999996,-8.744266079999997,-108.9921000000001,73.75623392000004,-35.23586607999823
69,-58.24810000000004,-45.56369999999977,76.10740000000004,-8.552828880000007,-103.8118000000014,67.55457112000013,-36.25722888000081
70,-55.51209999999994,-45.997999999999664,71.41090000000011,-8.217146879999989,-101.51009999999982,63.193753120000075,-38.316346880001106
71,-61.98979999999989,-35.92389999999938,71.73129999999998,-8.64402984000002,-97.91369999999972,63.08727015999995,-34.82642984000273
72,-63.96159999999994,-41.41629999999857,76.59599999999995,-8.369301600000007,-105.37789999999782,68.22669839999992,-37.15120160000018
73,-63.67040000000005,-43.35510000000092,74.95839999999993,-8.450246880000007,-107.02550000000073,66.50815312,-40.51734688000505
74,-65.02780000000011,-44.482900000000825,77.77499999999992,-8.55744480000001,-109.51070000000094,69.21755519999974,-40.29314480000167
75,-62.13709999999993,-36.129399999999194,68.76020000000014,-8.503169039999985,-98.26649999999913,60.25703096000008,-38.00946903999949
76,-64.8752,-39.711500000000115,65.54510000000002,-8.240808960000006,-104.58670000000126,57.304291040000145,-47.282408959995195
77,-62.115300000000076,-42.5503000000012,72.4549,-8.725723199999983,-104.66560000000128,63.729176800000126,-40.936423200002054
78,-70.07860000000008,-27.041700000000944,68.62620000000004,-9.343311120000013,-97.12030000000125,59.2828888800001,-37.83741112000206
79,-61.08559999999995,-35.33530000000111,64.40360000000004,-8.666509680000008,-96.42089999999946,55.73709032000019,-40.68380968000153
80,-69.48629999999994,-38.210700000001054,72.88889999999996,-8.798306399999992,-107.69700000000054,64.09059360000009,-43.60640640000091
81,-68.3663,-33.50740000000107,68.21729999999982,-8.992087200000004,-101.87370000000243,59.22521279999994,-42.648487199998186
82,-67.6576000000002,-35.58789999999949,70.43349999999987,-9.140983920000002,-103.24549999999947,61.292516079999714,-41.95298391999725
83,-59.44140000000002,-27.93170000000063,58.283800000000106,-8.231109839999998,-87.37310000000065,50.05269016000004,-37.3204098399963
84,-63.01690000000004,-39.55329999999989,70.40259999999998,-7.963145279999999,-102.57020000000016,62.43945471999986,-40.13074527999643
85,-58.919400000000074,-24.680699999999376,54.07919999999991,-7.282790640000002,-83.6000999999999,46.79640935999975,-36.80369063999785
86,-59.064500000000024,-11.194300000000439,52.401000000000124,-8.224974000000003,-70.25880000000024,44.17602600000019,-26.08277399999892
87,-52.38279999999981,-29.835600000000014,56.88899999999994,-7.065221040000012,-82.21839999999983,49.823778959999885,-32.39462104000248
88,-65.59400000000016,-38.64260000000006,75.10019999999992,-8.692582320000003,-104.23660000000022,66.40761768,-37.82898231999843
89,-65.16140000000003,-28.236900000001214,63.803099999999915,-7.878031199999987,-93.3983000000017,55.92506879999981,-37.473231199998935
90,-64.5489,-37.51589999999911,67.8759,-8.077088880000003,-102.06479999999979,59.798811120000025,-42.26598887999771
91,-57.138400000000075,-30.16250000000062,60.35960000000009,-8.062621919999994,-87.3009000000007,52.296978080000095,-35.00392192000356
92,-59.15350000000005,-39.5197000000001,70.65399999999985,-7.968693599999996,-98.67319999999924,62.68530639999975,-35.98789360000086
93,-56.207300000000075,-38.3159,68.56270000000018,-7.989569999999991,-94.52320000000076,60.57313,-33.95006999999782
94,-56.823099999999876,-42.92230000000059,71.07970000000014,-7.890233039999999,-99.74540000000091,63.18946696000014,-36.55593304000146
95,-59.95480000000011,-34.55220000000001,68.57390000000004,-7.805357279999997,-94.50700000000013,60.76854272000008,-33.738457279998016
96,-55.62440000000001,-35.187600000000145,66.69810000000004,-7.515799199999998,-90.81199999999993,59.18230080000023,-31.6296992000006
97,-66.93990000000001,-36.835500000001275,67.7524,-9.003600000000006,-103.77540000000151,58.74880000000009,-45.026600000004805
98,-62.663799999999874,-41.5276999999991,66.7611,-8.123837039999975,-104.1914999999992,58.6372629600001,-45.55423703999932
99,-58.431300000000185,-46.59710000000017,71.43580000000001,-8.195140080000002,-105.02839999999898,63.2406599200002,-41.78774007999857


POISSON BOLTZMANN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,-1560.2215,-14005.4844,-1967.7972,1573.3,-887.4962,-15565.705899999999,-1281.9934,-16847.6993
1,-1535.4844,-13906.8517,-2007.2469,1580.6473,-895.8683,-15442.336099999999,-1322.4679,-16764.803999999996
2,-1576.5666,-13884.6305,-2011.162,1563.8925,-868.8807,-15461.1971,-1316.1502,-16777.347299999998
3,-1509.3896,-13850.4337,-2094.8547,1587.5411,-911.2431,-15359.8233,-1418.5567,-16778.38
4,-1543.1379,-13889.8879,-2010.0424,1576.7303,-895.0843,-15433.0258,-1328.3964,-16761.422199999997
5,-1525.4909,-13865.7298,-2028.2061,1583.6761,-899.591,-15391.2207,-1344.121,-16735.3417
6,-1533.6044,-13838.1059,-2026.9659,1584.6399,-900.8399,-15371.7103,-1343.1659,-16714.876200000002
7,-1520.6415,-13912.2907,-2038.7397,1581.1576,-899.2874,-15432.9322,-1356.8695000000002,-16789.8017
8,-1555.7511,-13843.0707,-2045.1125,1580.4253,-891.5935,-15398.8218,-1356.2806999999998,-16755.1025
9,-1519.3373,-13876.5639,-2052.4742,1592.2283,-915.6574,-15395.901199999998,-1375.9033000000002,-16771.8045
10,-1545.7222,-13921.1865,-1984.7898,1581.9656,-899.7805,-15466.9087,-1302.6046999999999,-16769.5134
11,-1510.918,-13979.5139,-1915.5944,1595.309,-910.2153,-15490.4319,-1230.5007,-16720.9326
12,-1483.7773,-13908.7752,-2021.095,1591.6755,-921.6308,-15392.5525,-1351.0502999999999,-16743.6028
13,-1497.0221,-13847.6156,-2112.3474,1605.6757,-926.4168,-15344.6377,-1433.0885,-16777.726199999997
14,-1481.8594,-13986.0121,-2002.0692,1602.4579,-929.6204,-15467.8715,-1329.2316999999998,-16797.1032
15,-1526.9748,-13889.4309,-2060.8208,1596.1217,-917.8383,-15416.4057,-1382.5374000000002,-16798.9431
16,-1511.6884,-13837.1875,-2086.2531,1603.7573,-930.0105,-15348.8759,-1412.5063,-16761.3822
17,-1517.928,-13961.8501,-2005.9021,1590.1918,-909.3267,-15479.7781,-1325.0369999999998,-16804.8151
18,-1507.4756,-14048.0934,-1954.7863,1585.4479,-921.5592,-15555.569,-1290.8976000000002,-16846.4666
19,-1516.0409,-13980.4076,-1960.4477,1600.9176,-920.2113,-15496.4485,-1279.7413999999999,-16776.189899999998
20,-1506.3697,-13990.6821,-1968.4447,1589.7808,-907.987,-15497.0518,-1286.6509,-16783.7027
21,-1497.2691,-13910.6112,-2014.2617,1599.2544,-916.7943,-15407.880299999999,-1331.8016,-16739.6819
22,-1501.4549,-13893.2736,-2056.112,1602.1177,-920.4497,-15394.728500000001,-1374.444,-16769.1725
23,-1500.8171,-13859.5999,-2035.732,1605.8694,-927.0588,-15360.417,-1356.9214,-16717.338399999997
24,-1511.9587,-13866.7846,-2096.4912,1599.3914,-916.9726,-15378.7433,-1414.0724,-16792.8157
25,-1527.7763,-14040.7508,-1921.3163,1583.9218,-906.3944,-15568.5271,-1243.7889,-16812.316
26,-1517.8477,-13927.0328,-1973.8423,1587.7963,-901.9754,-15444.880500000001,-1288.0214,-16732.9019
27,-1503.2008,-14026.5093,-1945.6143,1578.6959,-904.2421,-15529.7101,-1271.1605,-16800.870600000002
28,-1496.4756,-14018.2788,-1939.4425,1580.5481,-912.2774,-15514.7544,-1271.1718,-16785.926199999998
29,-1552.6683,-13987.1745,-1890.9644,1589.8186,-904.5197,-15539.842799999999,-1205.6655,-16745.508299999998
30,-1532.0094,-13902.0037,-2046.2566,1582.9012,-910.0253,-15434.0131,-1373.3807,-16807.3938
31,-1515.865,-13933.9288,-1978.2594,1582.7074,-908.0273,-15449.7938,-1303.5792999999999,-16753.3731
32,-1530.8447,-13965.8712,-1958.8005,1589.8894,-913.361,-15496.7159,-1282.2721000000001,-16778.988
33,-1517.5508,-13845.4398,-2044.4777,1600.4687,-922.1849,-15362.990600000001,-1366.1939,-16729.1845
34,-1514.1295,-13892.4965,-2016.3554,1596.7218,-921.9825,-15406.626,-1341.6160999999997,-16748.2421
35,-1483.8508,-13985.8007,-1959.346,1603.1997,-933.647,-15469.6515,-1289.7933000000003,-16759.4448
36,-1508.9688,-13862.5926,-2074.6859,1603.006,-925.8693,-15371.5614,-1397.5492,-16769.1106
37,-1488.0412,-13918.144,-2017.4293,1605.3874,-928.9495,-15406.1852,-1340.9913999999999,-16747.1766
38,-1505.6689,-13933.4923,-2018.0839,1607.7169,-931.2105,-15439.1612,-1341.5775000000003,-16780.7387
39,-1510.5871,-14007.5826,-1934.6766,1597.5014,-932.0064,-15518.1697,-1269.1816,-16787.3513
40,-1505.5147,-14077.8358,-1875.0807,1590.7636,-926.2433,-15583.3505,-1210.5603999999998,-16793.9109
41,-1485.2355,-14030.6879,-1873.8062,1595.3657,-922.0714,-15515.923400000001,-1200.5119,-16716.4353
42,-1526.1253,-14042.9252,-1974.1269,1584.6211,-917.7729,-15569.0505,-1307.2786999999998,-16876.3292
43,-1474.7587,-13937.8521,-2029.731,1605.6237,-933.328,-15412.6108,-1357.4352999999999,-16770.046100000003
44,-1478.436,-13847.6107,-2132.4019,1607.0506,-942.6334,-15326.046699999999,-1467.9847,-16794.0314
45,-1470.8442,-13931.0729,-1990.8844,1602.1461,-938.2132,-15401.917099999999,-1326.9515000000001,-16728.868599999998
46,-1481.8067,-14011.604,-1991.1854,1596.9013,-928.9292,-15493.4107,-1323.2133000000001,-16816.624
47,-1494.9261,-13852.6467,-2129.6578,1606.0064,-937.206,-15347.5728,-1460.8573999999999,-16808.4302
48,-1519.3999,-13849.7387,-2095.551,1609.6069,-932.1658,-15369.1386,-1418.1099,-16787.2485
49,-1508.3803,-13925.3514,-2022.9238,1598.3897,-927.2851,-15433.7317,-1351.8192000000001,-16785.550900000002
50,-1503.1176,-13904.5383,-2038.4762,1586.3788,-908.1205,-15407.6559,-1360.2179,-16767.873799999998
51,-1496.815,-13812.6817,-2028.9383,1590.8486,-922.7945,-15309.4967,-1360.8842,-16670.380900000004
52,-1464.8848,-13888.1428,-2062.2382,1601.2389,-928.5926,-15353.0276,-1389.5918999999997,-16742.6195
53,-1477.121,-14035.9654,-1993.381,1597.7944,-927.3108,-15513.0864,-1322.8974,-16835.9838
54,-1510.1782,-13793.9614,-2079.2525,1597.6951,-917.7328,-15304.1396,-1399.2902000000001,-16703.4298
55,-1533.6518,-13879.0382,-2097.3784,1591.8456,-919.7416,-15412.69,-1425.2743999999998,-16837.9644
56,-1485.5852,-13829.3579,-2117.1251,1609.3801,-943.1212,-15314.9431,-1450.8662000000002,-16765.8093
57,-1491.4896,-13874.9992,-2079.7585,1602.4532,-934.1633,-15366.488800000001,-1411.4686000000002,-16777.957400000003
58,-1496.735,-13805.596,-2149.3649,1595.1814,-923.1833,-15302.331,-1477.3668000000002,-16779.697799999998
59,-1497.095,-13941.1014,-2075.4079,1602.7698,-924.8827,-15438.196399999999,-1397.5208000000002,-16835.7172
60,-1474.0705,-13941.9129,-2011.1395,1604.3196,-933.8984,-15415.9834,-1340.7183,-16756.701699999998
61,-1490.1777,-13932.5473,-2024.9084,1603.5636,-928.3753,-15422.725,-1349.7201,-16772.4451
62,-1501.8714,-13954.0653,-1945.6102,1601.5649,-920.812,-15455.9367,-1264.8573000000001,-16720.794
63,-1473.6928,-13899.0175,-2004.2322,1606.0678,-929.6838,-15372.7103,-1327.8482,-16700.5585
64,-1514.7639,-13878.8566,-2059.7397,1585.3015,-911.4995,-15393.620499999999,-1385.9377,-16779.5582
65,-1522.7286,-13875.486,-2070.0503,1598.3661,-927.6313,-15398.214600000001,-1399.3155,-16797.530100000004
66,-1508.2899,-13889.3286,-2067.9611,1593.0505,-922.8683,-15397.6185,-1397.7788999999998,-16795.3974
67,-1493.8383,-14072.4066,-1905.4137,1600.9129,-933.086,-15566.2449,-1237.5868,-16803.8317
68,-1524.339,-13850.4136,-2047.7763,1601.2767,-922.9172,-15374.7526,-1369.4168,-16744.169400000002
69,-1508.112,-14050.9542,-1927.5496,1592.6016,-922.9599,-15559.066200000001,-1257.9079000000002,-16816.9741
70,-1472.0158,-13945.5741,-1989.5678,1604.0408,-933.6054,-15417.589899999999,-1319.1324,-16736.722299999998
71,-1514.5853,-13843.0988,-2020.5911,1596.4005,-929.1982,-15357.6841,-1353.3888000000002,-16711.0729
72,-1485.3362,-13856.3957,-2043.5457,1603.729,-927.9197,-15341.731899999999,-1367.7363999999998,-16709.468299999997
73,-1505.714,-13863.7736,-2055.2756,1597.4352,-932.7504,-15369.4876,-1390.5908,-16760.078400000002
74,-1493.114,-13953.4531,-1992.986,1604.2062,-935.04,-15446.5671,-1323.8198,-16770.3869
75,-1489.2313,-13945.5896,-1959.6439,1601.7256,-936.0159,-15434.820899999999,-1293.9342000000001,-16728.7551
76,-1460.5966,-13980.5664,-1968.0446,1606.7246,-946.3159,-15441.163,-1307.6359,-16748.7989
77,-1483.3302,-13880.3052,-1978.6388,1601.6783,-927.5918,-15363.635400000001,-1304.5522999999998,-16668.1877
78,-1497.9082,-13962.4441,-1965.2725,1595.4082,-914.4961,-15460.3523,-1284.3604,-16744.7127
79,-1483.7771,-13788.0141,-2130.0535,1620.7437,-949.3039,-15271.7912,-1458.6136999999999,-16730.4049
80,-1529.7521,-13889.7525,-2088.2157,1604.5984,-934.0945,-15419.5046,-1417.7118,-16837.2164
81,-1494.3793,-13870.9112,-2101.7553,1600.2939,-927.7072,-15365.290500000001,-1429.1686,-16794.4591
82,-1511.7686,-13884.492,-2059.6499,1600.1332,-926.8678,-15396.2606,-1386.3845,-16782.645099999998
83,-1481.7019,-13945.3371,-2020.3812,1600.9837,-933.9172,-15427.039,-1353.3147,-16780.3537
84,-1494.1677,-13941.1299,-2031.3078,1600.601,-930.4506,-15435.2976,-1361.1574,-16796.454999999998
85,-1491.4701,-13801.3422,-2087.6146,1614.398,-952.9605,-15292.8123,-1426.1770999999999,-16718.9894
86,-1489.1296,-13815.4126,-2052.2648,1606.0489,-931.6431,-15304.5422,-1377.859,-16682.4012
87,-1459.5548,-13784.5354,-2157.9709,1616.5337,-950.7942,-15244.0902,-1492.2314,-16736.3216
88,-1493.929,-13735.5642,-2238.4896,1605.756,-933.5479,-15229.4932,-1566.2814999999998,-16795.7747
89,-1515.4774,-13882.1733,-2073.5611,1612.0686,-935.0395,-15397.6507,-1396.5319999999997,-16794.1827
90,-1492.4451,-13752.9728,-2228.8038,1602.2453,-942.0458,-15245.4179,-1568.6043,-16814.022200000003
91,-1477.4054,-13916.5741,-2079.3369,1589.5681,-923.8154,-15393.9795,-1413.5841999999998,-16807.5637
92,-1490.0757,-13813.7669,-2184.5251,1603.9463,-939.3871,-15303.8426,-1519.9658999999997,-16823.8085
93,-1510.9734,-13874.3255,-2022.8133,1604.4046,-936.6011,-15385.298900000002,-1355.0097999999998,-16740.308700000005
94,-1475.4467,-13930.0313,-2082.4307,1599.1126,-925.7537,-15405.478000000001,-1409.0718,-16814.5498
95,-1506.2172,-13884.1502,-2066.0025,1598.1676,-922.9076,-15390.3674,-1390.7425,-16781.109899999996
96,-1474.2732,-13823.8489,-2085.9415,1610.3676,-940.8206,-15298.1221,-1416.3944999999999,-16714.516600000003
97,-1527.9208,-13869.5184,-2061.2773,1593.4332,-926.5052,-15397.4392,-1394.3493000000003,-16791.788500000002
98,-1471.8229,-13904.9432,-2012.735,1597.5912,-927.9656,-15376.766099999999,-1343.1093999999998,-16719.8755
99,-1484.3411,-14030.4629,-1912.4698,1593.6316,-930.2278,-15514.804,-1249.0660000000003,-16763.87

Receptor Energy Terms
Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
